order_id,customer_id,customer_name,email,phone,province,category,product_name,quantity,unit_price,discount_pct,order_date,ship_date,status,sales_rep,revenue,_issues,_severity,_unit_price_num,_qty_num,_province_std,_order_dt,_ship_dt
ORD013651,CUST00231,Ana Davis,ana.davis66@yahoo.com,+1-871-737-3784,Manitoba,Toys,Clothing Item 107,16,287.41,15,2024-02-16,2024-02-25,Cancelled,REP026,3908.78,,,287.41,16.0,Manitoba,2024-02-16,2024-02-25
ORD014416,CUST99185,Fatima Lopez,fatima.lopez15@yahoo.com,+1-813-547-4709,Saskatchewan,Health & Beauty,Toys Item 042,5,258.81,20,2023-11-07,2023-11-10,Pending,REP010,1035.24,REF_INTEGRITY,WARNING,258.81,5.0,Saskatchewan,2023-11-07,2023-11-10
ORD014010,CUST01940,John Garcia,john.garcia70@yahoo.com,+1-891-886-5186,Saskatchewan,Books,Clothing Item 098,9,196.38,15,2023-09-26,2023-10-10,Completed,REP023,1502.31,,,196.38,9.0,Saskatchewan,2023-09-26,2023-10-10
ORD013944,CUST01991,Barbara Brown,barbara.brown44@outlook.com,+1-390-748-2779,British Columbia,Electronics,Home & Garden Item 093,9,499.94,0,2022-06-19,2022-06-24,Returned,REP017,4499.46,,,499.94,9.0,British Columbia,2022-06-19,2022-06-24
ORD011612,CUST01538,Carlos Chen,carlos.chen52@yahoo.com,+1-395-712-2783,New Brunswick,Home & Garden,Books Item 003,7,200.73,20,2022-10-31,2022-11-06,Shipped,REP033,1124.09,,,200.73,7.0,New Brunswick,2022-10-31,2022-11-06
ORD013194,CUST00757,Barbara Jones,barbara.jones73@yahoo.com,+1-441-764-3265,Alberta,Clothing,Books Item 060,7,60.3,0,2022-05-12,2022-05-24,Cancelled,REP026,422.1,,,60.3,7.0,Alberta,2022-05-12,2022-05-24
ORD010472,CUST00938,Susan Chen,susan.chen64@gmail.com,+1-937-987-3425,Quebec,Toys,Clothing Item 053,10,94.42,5,2023-07-29,2023-08-06,Returned,REP018,896.99,,,94.42,10.0,Quebec,2023-07-29,2023-08-06
ORD014731,CUST01957,Karen Harris,karen.harris39@gmail.com,+1-650-604-5134,Quebec,Food & Beverage,Home & Garden Item 003,9,111.88,20,2022-06-26,2022-07-02,Completed,REP009,805.54,,,111.88,9.0,Quebec,2022-06-26,2022-07-02
ORD011580,CUST00797,Ana Martin,ana.martin23@gmail.com,+1-553-860-6844,Manitoba,Clothing,Health & Beauty Item 069,20,61.88,0,2023-12-28,2024-01-02,Cancelled,REP001,1237.6,,,61.88,20.0,Manitoba,2023-12-28,2024-01-02
ORD010969,CUST00144,Xin Johnson,xin.johnson36@gmail.com,+1-761-648-5397,B.C.,Clothing,Food & Beverage Item 053,2,446.2,20,2022-02-12,2022-02-26,Completed,REP001,713.92,,,446.2,2.0,British Columbia,2022-02-12,2022-02-26
ORD012224,CUST01620,Carlos Jones,carlos.jones19@yahoo.com,+1-880-890-3234,Manitoba,Food & Beverage,Health & Beauty Item 036,6,452.14,5,2023-08-14,2023-08-27,Cancelled,REP014,2577.2,,,452.14,6.0,Manitoba,2023-08-14,2023-08-27
ORD013881,CUST01386,Mohammed Lopez,mohammed.lopez67@company.ca,+1-415-759-3411,Ontario,Clothing,Electronics Item 175,18,301.59,20,2022-12-18,2022-12-30,Completed,REP001,4342.9,,,301.59,18.0,Ontario,2022-12-18,2022-12-30
ORD014391,CUST01409,Jean Thompson,jean.thompson41@company.ca,+1-808-186-1925,New Brunswick,Health & Beauty,Clothing Item 126,11,742924.49,15,2023-06-19,2023-06-25,Pending,REP021,3884.92,PRICE_OUTLIER,WARNING,742924.49,11.0,New Brunswick,2023-06-19,2023-06-25
ORD010751,CUST00651,Wei Anderson,,+1-652-535-7531,Manitoba,Electronics,Books Item 125,8,173.22,0,2022-09-25,2022-10-06,Shipped,REP029,1385.76,NULL_EMAIL,CRITICAL,173.22,8.0,Manitoba,2022-09-25,2022-10-06
ORD014411,CUST99728,Marie Jones,marie.jones76@yahoo.com,+1-808-227-3524,Alberta,Clothing,Clothing Item 168,18 units,479.28,10,2025-03-05,2023-11-18,Completed,REP004,7764.34,INVALID_QTY|FUTURE_DATE|SHIP_BEFORE_ORDER|REF_INTEGRITY,CRITICAL,479.28,,Alberta,2025-03-05,2023-11-18
ORD010734,CUST00904,Sarah Kumar,user@,+1-399-956-5801,Alberta,Toys,Sports Item 197,12,119.29,10,2023-06-22,2023-07-01,Completed,REP045,1288.33,INVALID_EMAIL,WARNING,119.29,12.0,Alberta,2023-06-22,2023-07-01
ORD010763,CUST01155,David Singh,david.singh84@yahoo.com,+1-344-397-9572,ALBERTA,Toys,Books Item 121,15,109.26,10,2024-06-29,2024-07-05,Pending,REP011,1475.01,,,109.26,15.0,Alberta,2024-06-29,2024-07-05
ORD013935,CUST01600,Mohammed Miller,mohammed.miller65@company.ca,+1-252-200-2086,New Brunswick,Toys,Home & Garden Item 140,5,7.21,15,2024-08-19,2023-06-11,Returned,REP001,30.64,FUTURE_DATE|SHIP_BEFORE_ORDER,CRITICAL,7.21,5.0,New Brunswick,2024-08-19,2023-06-11
ORD014947,CUST01428,  Linda Martin  ,linda.martin70@hotmail.com,+1-723-939-1621,Ont.,Home & Garden,Electronics Item 175,8,88.2,20,2023-11-26,2023-12-06,Cancelled,REP042,564.48,WHITESPACE,INFO,88.2,8.0,Ontario,2023-11-26,2023-12-06
ORD011126,CUST01181,Lisa Hernandez,lisa.hernandez54@outlook.com,,Quebec,Clothing,Home & Garden Item 102,2,318.48,5,2022-07-21,2022-07-22,Completed,REP014,605.11,,,318.48,2.0,Quebec,2022-07-21,2022-07-22
ORD013580,CUST00479,Barbara Williams,barbara.williams92@company.ca,+1-328-743-9221,New Brunswick,Electronics,Food & Beverage Item 170,17,216.47,0,2023-11-24,2023-12-08,Shipped,REP028,3679.99,,,216.47,17.0,New Brunswick,2023-11-24,2023-12-08
ORD013980,CUST00473,Jennifer Trivedi,jennifer.trivedi18@hotmail.com,+1-205-502-2178,Nova Scotia,Books,Food & Beverage Item 006,12,201.1,5,2022-03-30,2022-04-03,Cancelled,REP017,2292.54,,,201.1,12.0,Nova Scotia,2022-03-30,2022-04-03
ORD014586,CUST00406,Lisa Johnson,lisa.johnson45@company.ca,+1-373-755-1330,Saskatchewan,Health & Beauty,Electronics Item 142,7,292.81,5,2023-10-13,2023-10-14,Pending,REP027,1947.19,,,292.81,7.0,Saskatchewan,2023-10-13,2023-10-14
ORD013286,CUST00358,Lisa Garcia,user@.com,+1-984-894-4673,Ontario,Home & Garden,Books Item 068,13,489.64,5,2022-07-04,2022-07-10,Cancelled,REP025,6047.05,INVALID_EMAIL,WARNING,489.64,13.0,Ontario,2022-07-04,2022-07-10
ORD010944,CUST00298,David Thompson,@domain.com,+1-753-747-3612,British Columbia,Sports,Food & Beverage Item 021,14,440.96,20,2024-05-30,2024-06-10,Returned,REP003,4938.75,INVALID_EMAIL,WARNING,440.96,14.0,British Columbia,2024-05-30,2024-06-10
ORD014198,CUST01655,  Charles Lopez  ,charles.lopez34@yahoo.com,phone number,Manitoba,Books,Food & Beverage Item 001,13,498.69,20,2022-03-02,2022-03-13,Returned,REP022,5186.38,WHITESPACE,INFO,498.69,13.0,Manitoba,2022-03-02,2022-03-13
ORD012406,CUST01618,Xin Jones,xin.jones27@outlook.com,+1-705-716-5058,Ontatio,Clothing,Home & Garden Item 041,1,43.01,5,2023-10-23,2023-11-06,Completed,REP033,40.86,,,43.01,1.0,Ontario,2023-10-23,2023-11-06
ORD012718,CUST01343,Priya Trivedi,priya.trivedi27@gmail.com,(416) abc-1234,Saskatchewan,Sports,Toys Item 196,2,93.17,10,2022-03-17,2022-03-21,Cancelled,REP037,167.71,,,93.17,2.0,Saskatchewan,2022-03-17,2022-03-21
ORD014349,CUST01945,William Taylor,william.taylor61@gmail.com,+1-367-262-7187,Saskatchewan,Clothing,Books Item 167,8,211.09,5,2022-10-08,2022-10-18,Completed,REP004,1604.28,,,211.09,8.0,Saskatchewan,2022-10-08,2022-10-18
ORD010346,CUST01552,  Linda Wang  ,linda.wang27@gmail.com,+1-381-549-9027,Saskatchewan,Health & Beauty,Sports Item 110,13,389.23,20,2023-11-19,2023-11-23,Cancelled,REP047,4047.99,WHITESPACE,INFO,389.23,13.0,Saskatchewan,2023-11-19,2023-11-23
ORD011420,CUST00574,Fatima Hernandez,fatima.hernandez55@outlook.com,+1-679-244-1600,Saskatchewan,Clothing,Health & Beauty Item 027,1,233.04,0,2023-01-14,2023-01-27,Returned,REP030,233.04,,,233.04,1.0,Saskatchewan,2023-01-14,2023-01-27
ORD010471,CUST00387,Akash Martinez,akash.martinez20@gmail.com,+1-435-287-1587,New Brunswick,Books,Home & Garden Item 181,15,221.03,15,2023-03-27,2023-03-28,Completed,REP029,2818.13,,,221.03,15.0,New Brunswick,2023-03-27,2023-03-28
ORD011261,CUST01145,Priya Anderson,priya.anderson40@gmail.com,+1-868-675-6307,British Columbia,Electronics,Clothing Item 057,13,91.38,0,2022-08-23,2022-09-06,Returned,REP019,1187.94,,,91.38,13.0,British Columbia,2022-08-23,2022-09-06
ORD013809,CUST00847,Mohammed Singh,mohammed.singh28@hotmail.com,+1-575-464-1275,quebec,Home & Garden,Clothing Item 169,20,337.04,20,2024-05-13,2024-05-26,Completed,REP017,5392.64,,,337.04,20.0,Quebec,2024-05-13,2024-05-26
ORD013882,CUST01490,  Sarah Garcia  ,sarah.garcia19@outlook.com,+1-507-858-8205,alberta,Electronics,Clothing Item 160,10,-479.11,0,2022-08-24,2022-08-27,Returned,REP035,1373.9,INVALID_PRICE|WHITESPACE,CRITICAL,-479.11,10.0,Alberta,2022-08-24,2022-08-27
ORD012346,CUST01204,Priya Lee,priya.lee44@company.ca,+1-971-199-5975,Saskatchewan,Electronics,Books Item 159,15,92.11,5,2022-12-13,2022-12-14,Cancelled,REP027,1312.57,,,92.11,15.0,Saskatchewan,2022-12-13,2022-12-14
ORD012002,CUST01711,Richard Wang,richard.wang19@outlook.com,+1-776-117-4010,BC,Home & Garden,Electronics Item 145,15,190.39,10,2023-11-08,2023-11-22,Completed,REP026,2570.26,,,190.39,15.0,British Columbia,2023-11-08,2023-11-22
ORD014343,CUST01861,Priya White,priya.white94@hotmail.com,+1-657-637-9573,British Columbia,Books,Toys Item 176,20,447.39,20,2022-09-13,2022-09-21,Returned,REP032,7158.24,,,447.39,20.0,British Columbia,2022-09-13,2022-09-21
ORD014009,CUST00969,Robert Johnson,robert.johnson72@company.ca,+1-659-261-7915,New Brunswick,Clothing,Toys Item 109,19,47.71,10,2022-02-15,2022-02-22,Cancelled,REP001,815.84,,,47.71,19.0,New Brunswick,2022-02-15,2022-02-22
ORD014896,CUST01494,Xin Garcia,xin.garcia49@yahoo.com,+1-683-483-8450,Alberta,Sports,Home & Garden Item 009,1,212.9,0,2022-03-12,2022-03-25,Returned,REP015,212.9,,,212.9,1.0,Alberta,2022-03-12,2022-03-25
ORD011049,CUST00349,Maria Thomas,maria.thomas74@outlook.com,+1-947-142-1645,New Brunswick,Electronics,Food & Beverage Item 054,8,208.04,20,2022-11-14,2022-11-28,Returned,REP030,1331.46,,,208.04,8.0,New Brunswick,2022-11-14,2022-11-28
ORD010746,CUST01068,Jessica Brown,jessica.brown41@yahoo.com,+1-771-776-1583,Ontario,Sports,Home & Garden Item 151,13,436.7,5,2023-12-24,2024-01-06,Pending,REP017,5393.24,,,436.7,13.0,Ontario,2023-12-24,2024-01-06
ORD010486,CUST00999,Fatima Lee,fatima.lee52@outlook.com,+1-725-705-8993,Alberta,Electronics,Electronics Item 109,19,161.35,0,2022-10-25,2022-10-26,Shipped,REP042,3065.65,,,161.35,19.0,Alberta,2022-10-25,2022-10-26
ORD014550,CUST00477,Lisa Thomas,lisa.thomas12@gmail.com,+1-446-745-9823,Nova Scotia,Food & Beverage,Sports Item 086,20,150.99,5,2023-01-08,2023-01-10,Pending,REP001,2868.81,,,150.99,20.0,Nova Scotia,2023-01-08,2023-01-10
ORD014579,CUST00459,Ana White,ana.white81@outlook.com,+1-223-398-9255,Alberta,Sports,Food & Beverage Item 036,18,344.58,0,2023-04-22,2023-04-27,Cancelled,REP047,6202.44,,,344.58,18.0,Alberta,2023-04-22,2023-04-27
ORD010848,CUST00099,Jean Martinez,jean.martinez26@yahoo.com,+1-214-246-1558,Alberta,Home & Garden,Food & Beverage Item 083,1,288.18,15,2023-01-30,2023-02-10,Shipped,REP013,244.95,,,288.18,1.0,Alberta,2023-01-30,2023-02-10
ORD013045,CUST00313,  Wei Miller  ,wei.miller35@yahoo.com,+1-500-735-5676,New Brunswick,Electronics,Electronics Item 035,12,62.46,0,2023-01-25,2023-02-08,Cancelled,REP042,749.52,WHITESPACE,INFO,62.46,12.0,New Brunswick,2023-01-25,2023-02-08
ORD014167,CUST01292,Xin Johnson,xin.johnson75@company.ca,+1-490-463-6237,Saskatchewan,Books,Home & Garden Item 041,2,164.09,20,2022-07-06,2022-07-12,Cancelled,REP012,262.54,,,164.09,2.0,Saskatchewan,2022-07-06,2022-07-12
ORD011020,CUST00168,Charles Lee,charles.lee43@yahoo.com,+1-389-764-2701,ont,Health & Beauty,Sports Item 187,5,88.84,20,2024-03-24,2024-03-28,Pending,REP027,355.36,,,88.84,5.0,Ontario,2024-03-24,2024-03-28
ORD014888,CUST00853,Wei Johnson,wei.johnson87@yahoo.com,+1-327-533-3124,Saskatchewan,Clothing,Electronics Item 116,16,60.38,15,2023-10-06,2023-10-08,Cancelled,REP028,821.17,,,60.38,16.0,Saskatchewan,2023-10-06,2023-10-08
ORD012225,CUST01585,Linda Martin,linda.martin35@gmail.com,+1-596-791-2053,ALBERTA,Food & Beverage,Health & Beauty Item 078,17,482.01,15,2023-12-25,2024-01-03,Returned,REP016,6965.04,,,482.01,17.0,Alberta,2023-12-25,2024-01-03
ORD010530,CUST01973,David Lopez,david.lopez43@company.ca,+1-506-528-6384,British Columbia,Clothing,Health & Beauty Item 011,16,113.61,0,2023-08-16,2023-08-26,Pending,REP045,1817.76,,,113.61,16.0,British Columbia,2023-08-16,2023-08-26
ORD010065,CUST01589,Fatima Martin,fatima.martin30@company.ca,+1-560-324-4115,Manitoba,Home & Garden,Clothing Item 161,2,157.92,15,2024-05-02,2024-05-07,Completed,REP038,268.46,,,157.92,2.0,Manitoba,2024-05-02,2024-05-07
ORD014853,CUST01499,John Wang,john.wang42@company.ca,,British Columbia,Clothing,Health & Beauty Item 003,4,218.76,5,2022-04-08,2022-04-11,Shipped,REP044,831.29,,,218.76,4.0,British Columbia,2022-04-08,2022-04-11
ORD012426,CUST01157,Ana Anderson,ana.anderson52@gmail.com,+1-298-595-1639,BRITISH COLUMBIA,Clothing,Health & Beauty Item 109,10,168.9,15,2022-05-13,2022-05-18,Cancelled,REP049,1435.65,,,168.9,10.0,British Columbia,2022-05-13,2022-05-18
ORD010410,CUST01635,Thomas Jackson,thomas.jackson90@gmail.com,123456789012345,Quebec,Electronics,Food & Beverage Item 056,5,182.41,5,2023-05-06,2023-05-19,Completed,REP002,866.45,,,182.41,5.0,Quebec,2023-05-06,2023-05-19
ORD014746,CUST01132,Patricia White,patricia.white40@hotmail.com,+1-628-298-3987,Manitoba,Toys,Books Item 191,1,370.25,5,2023-12-16,2023-12-22,Cancelled,REP001,351.74,,,370.25,1.0,Manitoba,2023-12-16,2023-12-22
ORD010681,CUST00422,Priya Trivedi,priya.trivedi89@gmail.com,+1-276-606-1987,Alberta,Electronics,Sports Item 120,13,98.02,0,2024-01-23,2024-02-06,Shipped,REP014,1274.26,,,98.02,13.0,Alberta,2024-01-23,2024-02-06
ORD012031,CUST01897,William Smith,william.smith18@company.ca,+1-908-318-7814,Ontario,Toys,Food & Beverage Item 047,15,169.77,0,2022-04-29,2022-05-09,Returned,REP014,2546.55,,,169.77,15.0,Ontario,2022-04-29,2022-05-09
ORD013971,CUST01885,Fatima Hernandez,fatima.hernandez42@hotmail.com,+1-867-378-6079,Saskatchewan,Electronics,Home & Garden Item 174,10,379.46,0,2024-02-21,2024-03-06,Completed,REP044,3794.6,,,379.46,10.0,Saskatchewan,2024-02-21,2024-03-06
ORD011406,CUST01531,Patricia Rodriguez,user@,+1-677-880-7798,Ontario,Clothing,Food & Beverage Item 040,12,343.45,20,2023-12-08,2023-12-16,Completed,REP047,3297.12,INVALID_EMAIL,WARNING,343.45,12.0,Ontario,2023-12-08,2023-12-16
ORD010833,CUST01789,Charles White,,+1-703-389-6468,Quebec,Clothing,Clothing Item 143,4,268.22,20,2022-02-02,2022-02-11,Completed,REP037,858.3,NULL_EMAIL,CRITICAL,268.22,4.0,Quebec,2022-02-02,2022-02-11
ORD010626,CUST01675,Barbara Garcia,barbara.garcia51@company.ca,+1-392-171-3351,Quebec,Food & Beverage,Sports Item 117,13,54.62,20,2024-06-25,2024-06-28,Pending,REP047,568.05,,,54.62,13.0,Quebec,2024-06-25,2024-06-28
ORD013437,CUST01903,James Harris,james.harris87@hotmail.com,+1-432-620-6814,Ontario,Electronics,Food & Beverage Item 112,19,84.72,10,2022-05-24,2022-06-02,Shipped,REP045,1448.71,,,84.72,19.0,Ontario,2022-05-24,2022-06-02
ORD012063,CUST00394,Robert Williams,robert.williams42@outlook.com,+1-775-844-4389,Quebec,Health & Beauty,Home & Garden Item 060,14,441.1,15,2023-11-18,2023-11-22,Cancelled,REP004,5249.09,,,441.1,14.0,Quebec,2023-11-18,2023-11-22
ORD013519,CUST01384,William Brown,william.brown45@yahoo.com,+1-589-719-7502,ALBERTA,Food & Beverage,Books Item 043,15,466.62,0,2024-06-05,2024-06-06,Pending,REP026,6999.3,,,466.62,15.0,Alberta,2024-06-05,2024-06-06
ORD010437,CUST01744,Fatima Brown,fatima.brown91@outlook.com,+1-575-814-4033,New Brunswick,Clothing,Home & Garden Item 091,13,214.93,20,2022-08-08,2022-08-17,Pending,REP027,2235.27,,,214.93,13.0,New Brunswick,2022-08-08,2022-08-17
ORD013044,CUST01556,David Thomas,david.thomas48@outlook.com,+1-712-125-9965,Manitoba,Food & Beverage,Electronics Item 001,4,173.03,20,2024-04-18,2024-04-30,Completed,REP009,553.7,,,173.03,4.0,Manitoba,2024-04-18,2024-04-30
ORD012574,CUST01938,James Thomas,user.domain.com,+1-775-508-9709,New Brunswick,Books,Books Item 024,5,387.36,10,2022-06-10,2022-06-20,Returned,REP038,1743.12,INVALID_EMAIL,WARNING,387.36,5.0,New Brunswick,2022-06-10,2022-06-20
ORD010977,CUST00075,Thomas Martinez,thomas.martinez49@hotmail.com,+1-249-878-4745,Quebec,Home & Garden,Clothing Item 158,18 units,29.78,0,2022-07-20,2022-08-03,Returned,REP017,536.04,INVALID_QTY,CRITICAL,29.78,,Quebec,2022-07-20,2022-08-03
ORD011626,CUST01067,Lisa Chen,user.domain.com,+1-636-499-5625,Alberta,Electronics,Electronics Item 095,4,297.47,10,2023-09-21,2023-09-26,Cancelled,REP029,1070.89,INVALID_EMAIL,WARNING,297.47,4.0,Alberta,2023-09-21,2023-09-26
ORD011966,CUST01475,Akash Hernandez,akash.hernandez58@hotmail.com,+1-898-187-2204,Quebec,Health & Beauty,Sports Item 101,15,10.87,20,2022-05-30,2022-06-04,Cancelled,REP010,130.44,,,10.87,15.0,Quebec,2022-05-30,2022-06-04
ORD011322,CUST01191,David Miller,david.miller69@company.ca,+1-309-489-5799,Ontario,Books,Books Item 081,1,397.21,5,2023-02-13,2023-02-07,Returned,REP026,377.35,SHIP_BEFORE_ORDER,CRITICAL,397.21,1.0,Ontario,2023-02-13,2023-02-07
ORD010240,CUST01713,Maria Kumar,,+1-906-218-7828,New Brunswick,Food & Beverage,Clothing Item 141,9,239.83,5,2022-04-21,2022-05-02,Pending,REP045,2050.55,NULL_EMAIL,CRITICAL,239.83,9.0,New Brunswick,2022-04-21,2022-05-02
ORD010422,CUST01844,Mohammed Brown,mohammed.brown6@yahoo.com,+1-894-664-2914,Manitoba,Electronics,Food & Beverage Item 159,8,225.76,0,2024-01-20,2024-01-28,Shipped,REP004,1806.08,,,225.76,8.0,Manitoba,2024-01-20,2024-01-28
ORD011487,CUST01844,Thomas Kumar,thomas.kumar1@gmail.com,+1-382-111-5837,British Columbia,Books,Home & Garden Item 169,12,111.4,20,2024-04-21,2024-04-29,Completed,REP038,1069.44,,,111.4,12.0,British Columbia,2024-04-21,2024-04-29
ORD010023,CUST00547,Ana Wang,ana.wang21@gmail.com,+1-591-993-1634,New Brunswick,Sports,Sports Item 118,12,156.07,5,2024-04-10,2024-03-21,Pending,REP002,1779.2,SHIP_BEFORE_ORDER,CRITICAL,156.07,12.0,New Brunswick,2024-04-10,2024-03-21
ORD012964,CUST00990,Linda Jackson,linda.jackson49@outlook.com,+1-820-469-4305,,Home & Garden,Books Item 154,13,242.32,15,2023-05-13,2023-05-21,Completed,REP038,2677.64,,,242.32,13.0,,2023-05-13,2023-05-21
ORD010033,CUST00955,Jessica White,,+1-411-952-7883,Nova Scotia,Electronics,Food & Beverage Item 123,1,471.66,10,2022-12-05,2022-12-14,Cancelled,REP027,424.49,NULL_EMAIL,CRITICAL,471.66,1.0,Nova Scotia,2022-12-05,2022-12-14
ORD014302,CUST01033,Karen White,karen.white24@company.ca,+1-826-561-3180,New Brunswick,Electronics,Home & Garden Item 065,12,203.68,10,2022-01-03,2022-01-10,Pending,REP008,2199.74,,,203.68,12.0,New Brunswick,2022-01-03,2022-01-10
ORD011421,CUST00540,Patricia Thomas,patricia.thomas97@outlook.com,+1-744-756-4766,New Brunswick,Electronics,Sports Item 026,16,162.43,5,2023-01-29,2023-02-11,Returned,REP002,2468.94,,,162.43,16.0,New Brunswick,2023-01-29,2023-02-11
ORD013095,CUST00277,John Wang,john.wang38@hotmail.com,+1-736-889-1151,Saskatchewan,Food & Beverage,Books Item 033,4,60.67,20,2022-02-07,2022-02-09,Cancelled,REP020,194.14,,,60.67,4.0,Saskatchewan,2022-02-07,2022-02-09
ORD012886,CUST01657,James Thompson,james.thompson89@hotmail.com,+1-454-618-4019,Quebec,Home & Garden,Home & Garden Item 168,8,492.3,20,2022-02-01,2022-02-15,Cancelled,REP022,3150.72,,,492.3,8.0,Quebec,2022-02-01,2022-02-15
ORD014678,CUST00187,  Karen White  ,karen.white2@company.ca,+1-404-154-2692,Saskatchewan,Sports,Toys Item 193,5,433.17,15,2022-03-17,2022-03-18,Returned,REP002,1840.97,WHITESPACE,INFO,433.17,5.0,Saskatchewan,2022-03-17,2022-03-18
ORD014702,CUST00842,Priya Trivedi,priya.trivedi52@company.ca,+1-223-567-4673,Saskatchewan,Home & Garden,Food & Beverage Item 116,11,-499.03,101,2022-01-30,2022-02-05,Pending,REP040,4759.92,INVALID_PRICE|INVALID_DISCOUNT,CRITICAL,-499.03,11.0,Saskatchewan,2022-01-30,2022-02-05
ORD012561,CUST01535,Karen Thompson,karen.thompson40@yahoo.com,+1-664-311-5380,Manitoba,Health & Beauty,Home & Garden Item 096,4,399.5,20,2023-11-09,2023-11-15,Cancelled,REP045,1278.4,,,399.5,4.0,Manitoba,2023-11-09,2023-11-15
ORD012647,CUST01411,James Lopez,james.lopez25@company.ca,+1-236-948-9670,Saskatchewan,Sports,Electronics Item 105,18,134.1,20,2024-06-26,2024-07-03,Pending,REP028,1931.04,,,134.1,18.0,Saskatchewan,2024-06-26,2024-07-03
ORD011010,CUST00336,  Jennifer White  ,jennifer.white47@gmail.com,+1-983-395-6070,Quebec,Clothing,Home & Garden Item 032,1,477.02,0,2022-07-28,2022-08-09,Shipped,REP012,477.02,WHITESPACE,INFO,477.02,1.0,Quebec,2022-07-28,2022-08-09
ORD014597,CUST00276,Susan Thomas,user.domain.com,,ON,Health & Beauty,Clothing Item 053,1,380.96,15,2024-02-18,2024-02-24,Completed,REP036,323.82,INVALID_EMAIL,WARNING,380.96,1.0,Ontario,2024-02-18,2024-02-24
ORD011634,CUST00590,James Taylor,james.taylor92@hotmail.com,+1-448-408-2264,Saskatchewan,Home & Garden,Clothing Item 168,9,147.52,20,2022-04-15,2022-04-25,Cancelled,REP030,1062.14,,,147.52,9.0,Saskatchewan,2022-04-15,2022-04-25
ORD010079,CUST01996,  Xin White  ,,+1-828-791-1430,Manitoba,Electronics,Home & Garden Item 070,10,461.16,10,2024-05-15,2024-05-24,Completed,REP012,4150.44,NULL_EMAIL|WHITESPACE,CRITICAL,461.16,10.0,Manitoba,2024-05-15,2024-05-24
ORD013915,CUST01477,Karen Johnson,karen.johnson94@yahoo.com,+1-323-129-9318,Quebec,Toys,Books Item 185,18,366.24,10,2022-06-19,2022-06-23,Completed,REP017,5933.09,,,366.24,18.0,Quebec,2022-06-19,2022-06-23
